"leaf.type","tree","geno","shoot","leaf","leaves","pb.upper","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","pb.pred","chew.edge","chew.holes","scrape","fish.eye","tip.miner","edge.miner","mid.miner","fungal","chomp","pinch","thrips","edge.fold","tier","mite"
"live","np4.18","T6",5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",5,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",6,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",6,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",6,4,50,,,,,,,1,,,,,,,,1,,,,,,
"live","np4.18","T6",6,5,50,,,,,,,,,,,,,,1,,,1,,,,
"live","np4.18","T6",7,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np4.18","T6",7,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",7,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",7,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.18","T6",7,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",8,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",8,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",8,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.18","T6",8,4,50,,,,,,,1,,,,,,,,1,,,,,,
"live","np4.18","T6",8,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",9,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.18","T6",9,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",9,3,50,,,,,,,,,,,,,,1,,,,,,,
"live","np4.18","T6",9,4,50,1,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",9,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.18","T6",10,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.18","T6",10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.18","T6",10,5,50,,,,,,,,,,,,,,,,1,,,,,
"live","np4.37",1008,1,1,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np4.37",1008,1,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.37",1008,1,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,1,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,2,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.37",1008,2,2,50,,,,,,1,,,,,,,,,,,,,,,
"live","np4.37",1008,2,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.37",1008,2,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,2,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.37",1008,3,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np4.37",1008,3,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,3,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,4,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,4,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,4,4,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.37",1008,4,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.37",1008,5,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,5,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.37",1008,5,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,5,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,5,5,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.37",1008,6,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,6,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,6,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.37",1008,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,7,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.37",1008,7,2,50,,,,,,,,,,,,,1,,,,,1,,,
"live","np4.37",1008,7,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.37",1008,7,4,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.37",1008,7,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,8,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,8,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.37",1008,8,3,50,,,,,,,,,,,,,,,,,,1,,,
"live","np4.37",1008,8,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.37",1008,8,5,50,,,,,,,,,,,,,,,,,,1,,,
"live","np4.37",1008,9,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,9,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.37",1008,9,4,50,,,,,,,,1,1,,,,,,,,,,,,
"live","np4.37",1008,9,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.37",1008,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.37",1008,10,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.37",1008,10,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.37",1008,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.05",1023,1,1,50," ",,,,,,,,,,,,,,1,,,,,,
"live","np5.05",1023,1,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.05",1023,1,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,1,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,2,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.05",1023,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.05",1023,2,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,2,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.05",1023,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,3,1,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.05",1023,3,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,3,3,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np5.05",1023,3,4,50,,,,,,,,1,,,,,,,,,1,,,,
"live","np5.05",1023,3,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,4,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,4,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,4,3,50,1,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,4,4,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.05",1023,4,5,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.05",1023,5,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,5,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np5.05",1023,5,3,50,,,,,,,,1,,,,,,,,1,,,,,
"live","np5.05",1023,5,4,50,,,,,,,,1,,,,,,,,1,,,,,
"live","np5.05",1023,5,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,6,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,6,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.05",1023,6,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,6,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.05",1023,6,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,7,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np5.05",1023,7,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,7,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,7,4,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.05",1023,7,5,50,,,,,,,,1,1,,,,,,,,,,,,
"live","np5.05",1023,8,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,8,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,8,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,8,4,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np5.05",1023,8,5,50,,,,,,,,,,,,,,,,1,,,,,
"live","np5.05",1023,9,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np5.05",1023,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,9,3,50,,,,,,1,,,,,,,,,,,,,,,
"live","np5.05",1023,9,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,9,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,10,1,50,,,,,,,,,,,,,,1,,,,,,,
"live","np5.05",1023,10,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.05",1023,10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.05",1023,10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.04",1017,1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.04",1017,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.04",1017,1,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.04",1017,1,4,50,,,,,,,,,,,,,,,1,,,1,,,
"live","np12.04",1017,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.04",1017,2,1,50,,,,,,,,,,,,,,1,,,,,,,
"live","np12.04",1017,2,2,50,,,,,,,,,,,,,,,1,,,,,,
